WITHIN,NUM
1800,127
3600,67
5400,19
7200,9
9000,9
10800,1
12600,0
14400,1
16200,0
18000,1
19800,0
21600,0
23400,1
25200,0
27000,0
28800,0
30600,0
32400,0
34200,0
36000,0
MORE,0
