WITHIN,NUM
3600,0
7200,0
10800,0
14400,0
18000,0
21600,0
25200,0
28800,0
32400,0
36000,0
39600,0
43200,0
46800,3
50400,3
54000,1
57600,1
61200,2
64800,3
68400,3
72000,1
75600,2
79200,2
82800,3
86400,4
MORE,1
